Tbl_ID,im_id,title,releasedYear,Genre,Director,Writter,actors,moviePlot,PreprocessedPlot,imdb_votes,imdb_rating,keywords,PolarityConfidence,cluster
1336,tt0118655,Austin Powers: International Man of Mystery,1997,"Adventure, Comedy",Jay Roach,Mike Myers,"Mike Myers, Elizabeth Hurley, Michael York, Mimi Rogers","Austin Powers is a 60's spy who is cryonically frozen and released in the 1990's. The world is a very different place for Powers. Unfortunately for Austin, everyone is no longer sex-mad. Although he may be in a different decade, his mission is still the same. He has teamed up with Vanessa Kensington to stop the evil Dr. Evil, who was also frozen in the past. Dr. Evil stole a nuclear weapon and is demanding a payment of (when he realises its the 90's) 100 billion dollars. Can Austin Powers stop this madman? or will he caught up with Evil's henchman, with names like Alotta Fagina and Random Task? Only time will tell!",austin power  spy cryonically frozen released  world very different place power unfortunately austin everyone no longer sexmad although may different decade mission still teamed up vanessa kensington stop evil dr evil also frozen past dr evil stole nuclear weapon demanding payment realises  billion dollar can austin power stop madman will caught up evil henchman name like alotta fagina random task time will tell,197133,7," austin power spy, released world, very different place, different decade mission, vanessa kensington stop evil, dr evil, also frozen past, dr evil, nuclear weapon, demanding payment, austin power, stop madman, evil henchman name, alotta fagina random, task time",93.3333,4
1337,tt0118663,B*A*P*S,1997,Comedy,Robert Townsend,Troy Byer,"Halle Berry, Martin Landau, Ian Richardson, Natalie Desselle Reid","Nisi and Mickey are girlfriends who work as waitresses. To get the necessary money for opening their dream restaurant they fly to California to audition for a music video. There Nisi is asked by the nephew of Mr.Blakemore's (who is video director) to act for a week as granddaughter of Lily, Mr.Blakemores one true love, whom he lost long ago and couldn't pursue because she was his family's housekeeper. They revive Blakemore's interest for life, and he teaches them to be ""Black American Princesses"" in return.",nisi mickey girlfriend work waitress get necessary money opening dream restaurant fly california audition music video nisi asked nephew mrblakemore  video director act week granddaughter lily mrblakemores true love lost long ago couldnt pursue family housekeeper revive blakemores interest life teach black american princess return,3186,4.2," nisi mickey girlfriend work, waitress get necessary money, opening dream, restaurant fly california, audition music video, nisi asked nephew, mrblakemore video director, act week granddaughter, true love, ago couldnt pursue, family housekeeper, revive blakemores interest life teach, american princess return",88.8889,0
1338,tt0118665,Baby Geniuses,1999,"Comedy, Crime, Family",Bob Clark,"Steven Paul (story), Francisca Matos (story), Robert Grasmere (story), Bob Clark (screenplay), Greg Michael (screenplay)","Kathleen Turner, Christopher Lloyd, Kim Cattrall, Peter MacNicol","Dr. Elena Kinder and Dr. Heap work for BABYCO, the world's leading manufacturer in baby products. What the public doesn't know, however, is that Dr. Kinder and Dr. Heap are secretly working on cracking the code to ""baby talk"" which is actually a highly sophisticated language which allows babies to communicate the knowledge of the secrets of the universe with which they are born. Problems arise when Sly, the smartest of the babies, escapes from the lab and unites the babies of the outside world to help free the babies trapped in the lab. Kinder and Heap must find Sly before it is too late.",dr elena kinder dr heap work babyco world leading manufacturer baby product public doesnt know however dr kinder dr heap secretly working cracking code baby talk actually highly sophisticated language allows baby communicate knowledge secret universe born problem arise sly smartest baby escape lab unites baby outside world help free baby trapped lab kinder heap must find sly late,21555,2.6," dr elena kinder, dr heap work, babyco world, leading manufacturer, baby product, public doesnt, however dr kinder, dr heap, cracking code, baby talk, highly sophisticated language, baby communicate knowledge, secret universe, born problem, sly smartest baby, escape lab, outside world help, free baby, lab kinder heap",-14,0
1339,tt0118688,Batman & Robin,1997,"Action, Sci-Fi",Joel Schumacher,"Bob Kane (Batman characters), Akiva Goldsman","Arnold Schwarzenegger, George Clooney, Chris O'Donnell, Uma Thurman","Batman and Robin are back working side-by-side to stop the villains of Gotham City, but is there tension appearing between them, especially when one villainess who calls herself Poison Ivy can make anyone fall in love with her...literally. Along with Poison Ivy, the icy Mr. Freeze is freezing anything which gets in his way from achieving his goal.",batman robin back working sidebyside stop villain gotham city tension appearing especially villainess call poison ivy can make anyone fall love literally along poison ivy icy mr freeze freezing anything get way achieving goal,206914,3.7," batman robin, working sidebyside, stop villain, gotham city tension appearing, especially villainess call, poison ivy, make anyone, fall love, poison ivy icy, mr freeze, freezing anything get, way achieving",87.0588,6
1340,tt0118689,Bean,1997,"Adventure, Comedy, Family",Mel Smith,"Rowan Atkinson (character ""Mr. Bean""), Richard Curtis (character ""Mr. Bean""), Richard Curtis, Robin Driscoll","Rowan Atkinson, Peter MacNicol, John Mills, Pamela Reed","Bean works as a caretaker at Britain's formidable Royal National Gallery, and his bosses want to fire him because he sleeps at work all the time, but can't because the chairman of the gallery's board defends him. They send him to USA, to the small Los Angeles art gallery instead, where he'll have to officiate at the opening of the greatest US picture ever (called ""Whistler's Mother"").",bean work caretaker britain formidable royal national gallery boss want fire sleep work time cant chairman gallery board defends send usa small los angeles art gallery instead hell officiate opening greatest  picture ever called whistler mother,83707,6.4," bean work caretaker britain, national gallery boss want, fire sleep work, time cant chairman, gallery board, small los angeles, greatest picture, called whistler",100,4
1341,tt0118691,The Beautician and the Beast,1997,"Comedy, Romance",Ken Kwapis,Todd Graff,"Fran Drescher, Timothy Dalton, Ian McNeice, Patrick Malahide","A beautician in America is mistakenly thought to be an academic teacher by a representative of an Eastern European dictator. She is invited to their country on that mistaken belief and is asked to be the tutor of the dictator's children. While there, she tries to Westernize the whole country.",beautician america mistakenly thought academic teacher representative eastern european dictator invited country mistaken belief asked tutor dictator child try westernize whole country,7320,5.3," beautician america, european dictator, invited country, mistaken belief, tutor dictator child try, whole country",100,0
1342,tt0118698,Bent,1997,"Drama, History, Romance",Sean Mathias,"Martin Sherman (screenplay), Martin Sherman (play)","Mick Jagger, Clive Owen, Brian Webber, Nikolaj Coster-Waldau","Max is gay and as such is sent to Dachau concentration camp under the Nazi regime. He tries to deny he is gay, and gets a yellow label (the one for Jews) instead of pink (the one for gays). In camp, he falls in love with fellow prisoner Horst, who wears his pink label with pride.",max gay sent dachau concentration camp nazi regime try deny gay get yellow label jew instead pink gay camp fall love fellow prisoner horst wear pink label pride,6822,7.3," max gay, dachau concentration camp, nazi regime try deny, gay get yellow label, pink gay, camp fall, fellow prisoner, pink label pride",100,2
1343,tt0118708,Beverly Hills Ninja,1997,"Action, Comedy",Dennis Dugan,"Mark Feldberg, Mitchell Klebanoff","Chris Farley, Nicollette Sheridan, Robin Shou, Nathaniel Parker","Following a ship wreck, a baby is rescued by a clan of Ninja warriors and raised by them as one of their own. But Haru, as he is called, never quite fits in, nor does he manage to make a worthy Ninja. However, the good-natured and persevering Haru, in his own bumbling way, and with some help from Gobei, manages to prove himself to be a winner in the end.",following ship wreck baby rescued clan ninja warrior raised haru called never quite fit manage make worthy ninja however goodnatured persevering haru bumbling way help gobei manages prove winner end,33606,5.5," following ship, wreck baby, ninja warrior, raised haru called, quite fit manage, worthy ninja, persevering haru bumbling, way help, gobei manages prove, winner end",70,7
1344,tt0118715,The Big Lebowski,1998,"Comedy, Crime","Joel Coen, Ethan Coen","Ethan Coen, Joel Coen","Jeff Bridges, John Goodman, Julianne Moore, Steve Buscemi","When ""The Dude"" Lebowski is mistaken for a millionaire Lebowski, two thugs urinate on his rug to coerce him into paying a debt he knows nothing about. While attempting to gain recompense for the ruined rug from his wealthy counterpart, he accepts a one-time job with high pay-off. He enlists the help of his bowling buddy, Walter, a gun-toting Jewish-convert with anger issues. Deception leads to more trouble, and it soon seems that everyone from porn empire tycoons to nihilists want something from The Dude.",dude lebowski mistaken millionaire lebowski two thug urinate rug coerce paying debt know nothing attempting gain recompense ruined rug wealthy counterpart accepts onetime job high payoff enlists help bowling buddy walter guntoting jewishconvert anger issue deception lead trouble soon seems everyone porn empire tycoon nihilist want something dude,613012,8.2," dude lebowski mistaken millionaire, thug urinate rug, coerce paying, debt know, nothing attempting, gain recompense, wealthy counterpart accepts, onetime job, high payoff enlists help, bowling buddy walter, anger issue deception lead, seems everyone, porn empire tycoon nihilist want, something dude",23.3333,0
1345,tt0118742,Bliss,1997,"Drama, Romance",Lance Young,Lance Young,"Craig Sheffer, Sheryl Lee, Terence Stamp, Casey Siemaszko",Joseph and Maria are married for six months and Maria still has never had an orgasm with her husband. They begin to visit mysterious doctor Baltazar who teaches them how to reach ecstasy in sex.,joseph maria married six month maria still never orgasm husband begin visit mysterious doctor baltazar teach reach ecstasy sex,1854,6.1," joseph maria, month maria, never orgasm husband, visit mysterious doctor, baltazar teach, reach ecstasy sex",80,2
1346,tt0118744,Hush,1998,"Drama, Thriller",Jonathan Darby,"Jonathan Darby (story), Jonathan Darby (screenplay), Jane Rusconi (screenplay)","Jessica Lange, Gwyneth Paltrow, Johnathon Schaech, Nina Foch","Helen is the young girlfriend of good-looking Jackson Baring. When Helen gets pregnant and marries Jackson, they decide to move to his family farm, Kilronan, and have a baby there. But his mother Martha, who lives there, starts to do weird things, and obviously she's not too friendly to Helen.",helen young girlfriend goodlooking jackson baring helen get pregnant marries jackson decide move family farm kilronan baby mother martha life start weird thing obviously shes not friendly helen,8180,5.3," helen young, goodlooking jackson baring, helen get, pregnant marries jackson decide, family farm kilronan, baby mother, martha life, weird thing, not friendly helen",33.3333,8
1347,tt0118747,Blues Brothers 2000,1998,"Action, Comedy, Crime",John Landis,"Dan Aykroyd (film The Blues Brothers), John Landis (film The Blues Brothers), Dan Aykroyd, John Landis","Walter Levine, Dan Aykroyd, Tom Davis, Frank Oz","Elwood, the now lone ""Blues Brother"" finally released from prison, is once again enlisted by Sister Mary Stigmata in her latest crusade to raise funds for a children's hospital. Once again hitting the road to re-unite the band and win the big prize at the New Orleans Battle of the Bands, Elwood is pursued cross-country by the cops, led by Cabel the Curtis' son (and Elwood's step-brother), the Russian Mafia, and a militia group. On his new ""mission from God"" Elwood enlists the help of a young orphan, and a strip club bartender.",elwood now lone blue brother finally released prison enlisted sister mary stigma latest crusade raise fund childrens hospital hitting road reunite band win big prize new orleans battle band elwood pursued crosscountry cop led cabel curtis son elwoods stepbrother russian mafia militia group new mission god elwood enlists help young orphan strip club bartender,28036,4.8," blue brother, released prison enlisted, mary stigma, latest crusade raise fund childrens, hospital hitting, road reunite band, big prize, new orleans battle band, elwood pursued, crosscountry cop, led cabel, curtis son elwoods, stepbrother russian mafia, militia group, new mission god elwood, enlists help young, strip club bartender",75,7
1348,tt0118749,Boogie Nights,1997,Drama,Paul Thomas Anderson,Paul Thomas Anderson,"Luis Guzmán, Burt Reynolds, Julianne Moore, Rico Bueno","Adult film director Jack Horner is always on the lookout for new talent and it's only by chance that he meets Eddie Adams who is working as a busboy in a restaurant. Eddie is young, good looking and plenty of libido to spare. Using the screen name Dirk Diggler, he quickly rises to the top of his industry winning awards year after year. Drugs and ego however come between Dirk and those around him and he soon finds that fame is fleeting.",adult film director jack horner always lookout new talent chance meet eddie adam working busboy restaurant eddie young good looking plenty libido spare using screen name dirk diggler quickly rise top industry winning award year year drug ego however come dirk around soon find fame fleeting,207531,7.9," adult film director, jack horner, lookout new talent, chance meet, working busboy, restaurant eddie, good looking, plenty libido, spare using, screen name dirk diggler, top industry, year year drug, come dirk, fame fleeting",76.3636,8
1349,tt0118750,Booty Call,1997,"Comedy, Romance",Jeff Pollack,"Takashi Bufford, J. Stanford Parker","Jamie Foxx, Tommy Davidson, Amy Monique Waddell, Wiley Moore","Bunz and Rushon are two best buddies who are looking forward to dating two ladies, Lysterine and Nikki. When the two boys get their lives altogether, they all fall in love. But will their lives stay peaceful?",bunz rushon two best buddy looking forward dating two lady lysterine nikki two boy get life altogether fall love will life stay peaceful,6946,5.3," bunz rushon, best buddy, lysterine nikki, boy get, fall love, life stay peaceful",100,0
1350,tt0118762,Boys Life 2,1997,Drama,"Mark Christopher, Tom DeCerchio, Tom Donaghy, Nickolas Perry","Mark Christopher (segment), Tom DeCerchio (segment), Tom Donaghy (segment), Nickolas Perry (segment)","Michael Saucedo, Justin Urich, Travis Sher, Milo Ventimiglia","Compilation of four short films about homoerotic situations involving young men. Tom DeCerchio directed ""Nunzio's Second Cousin"", telling the story of a gay cop who forces a gay-basher to come to his house and have dinner with his family. In ""Alkali, Iowa"", by Mark Christopher, a young gay man finds out some of his father's past secrets. And ""Must Be the Music"", by Nickolas Perry, follows four teenagers looking for love in nightclubs.",compilation four short film homoerotic situation involving young men tom decerchio directed nunzios second cousin telling story gay cop force gaybasher come house dinner family alkali iowa mark christopher young gay man find father past secret must music nickolas perry follows four teenager looking love nightclub,412,6.7," short film, homoerotic situation, young men, tom decerchio, second cousin, telling story, gay cop force, come house dinner family, alkali iowa mark, christopher young gay, man find father past, music nickolas, teenager looking, love nightclub",100,8
1351,tt0118787,Buddy,1997,"Adventure, Comedy, Drama",Caroline Thompson,"Gertrude Davies Lintz (book), William Joyce (screen story), Caroline Thompson (screen story), Caroline Thompson (screenplay)","Rene Russo, Robbie Coltrane, Alan Cumming, Irma P. Hall","This is a fact based story about a socialite and her husband who live in a mansion with a brood of animals including chimpanzees who are raised as her children. When she discovers an ailing baby gorilla, she decides to care for it as well. Years later, the gorilla is fully grown and its strength is sometimes out of control. However, the gorilla shows love for his mistress and obeys her commands. That all changes when she is invited to display the gorilla and chimps at the Chicago World's Fair. Accidentally freed by one of the chimps, the gorilla terrorizes the Fair. From that point on, he becomes moody and more uncontrollable until he attacks his mistress in a bestial rage.",fact based story socialite husband live mansion brood animal including chimpanzee raised child discovers ailing baby gorilla decides care well year later gorilla fully grown strength sometimes control however gorilla show love mistress obeys command change invited display gorilla chimp chicago world fair accidentally freed chimp gorilla terrorizes fair point becomes moody uncontrollable attack mistress bestial rage,2245,4.9," fact based, story socialite husband, live mansion brood animal including, chimpanzee raised, child discovers, ailing baby, gorilla decides, fully grown strength, gorilla show, love mistress, command change, invited display, gorilla chimp chicago, world fair, chimp gorilla, fair point, becomes moody, uncontrollable attack mistress, bestial rage",100,4
1352,tt0118798,Bulworth,1998,"Comedy, Drama, Romance",Warren Beatty,"Warren Beatty (story), Warren Beatty (screenplay), Jeremy Pikser (screenplay)","Kimberly Deauna Adams, Vinny Argiro, Sean Astin, Kirk Baltz","Senator Jay Bulworth is facing speculation-induced financial ruin, so he puts out a contract on his own life in order to collect a large, new insurance policy for his family. Living each moment on borrowed time, he suddenly begins spouting raw, unfiltered--and sometimes offensive in word but satirical in spirit -- thoughts to shocked audiences and handlers in the speech of hip-hop music and culture. His newfound uninhibitedness and new relationship with Nina carry him on a journey of political and spiritual renewal.",senator jay bulworth facing speculationinduced financial ruin so put contract life order collect large new insurance policy family living moment borrowed time suddenly begin spouting raw unfilteredand sometimes offensive word satirical spirit thought shocked audience handler speech hiphop music culture newfound uninhibitedness new relationship nina carry journey political spiritual renewal,23016,6.8," senator jay bulworth, financial ruin, put contract, life order, new insurance policy family living, moment borrowed, raw unfilteredand, sometimes offensive word, satirical spirit, shocked audience handler speech, hiphop music culture, new relationship, nina carry journey, spiritual renewal",68.5714,0
1353,tt0118799,Life Is Beautiful,1997,"Comedy, Drama, War",Roberto Benigni,"Vincenzo Cerami (story and screenplay by), Roberto Benigni (story and screenplay by)","Roberto Benigni, Nicoletta Braschi, Giorgio Cantarini, Giustino Durano","In 1930s Italy, a carefree Jewish book keeper named Guido starts a fairy tale life by courting and marrying a lovely woman from a nearby city. Guido and his wife have a son and live happily together until the occupation of Italy by German forces. In an attempt to hold his family together and help his son survive the horrors of a Jewish Concentration Camp, Guido imagines that the Holocaust is a game and that the grand prize for winning is a tank.", italy carefree jewish book keeper named guido start fairy tale life courting marrying lovely woman nearby city guido wife son live happily together occupation italy german force attempt hold family together help son survive horror jewish concentration camp guido imago holocaust game grand prize winning tank,498359,8.6," italy carefree, jewish book keeper named, guido start fairy, tale life, woman nearby city, guido wife son, occupation italy, german force attempt hold, help son, survive horror, jewish concentration camp guido, imago holocaust game, grand prize, winning tank",64,0
1354,tt0118804,The Butcher Boy,1997,"Comedy, Drama",Neil Jordan,"Pat McCabe (novel), Neil Jordan (screenplay), Pat McCabe (screenplay)","Eamonn Owens, Sean McGinley, Peter Gowen, Alan Boyle","Francie and Joe live the usual playful, fantasy filled childhoods of normal boys. However, with a violent, alcoholic father and a manic depressive, suicidal mother the pressure on Francie to grow up are immense. Unfortunately, one tragedy after another, Francie's world sinks deeper and deeper into paranoia (directed mainly against Mrs. Nugent, a nasty neighbor) and fantasy (where he has visions of the Virgin Mary).",francie joe live usual playful fantasy filled childhood normal boy however violent alcoholic father manic depressive suicidal mother pressure francie grow up immense unfortunately tragedy another francies world sink deeper deeper paranoia directed mainly mr nugent nasty neighbor fantasy vision virgin mary,8337,7.2," francie joe, playful fantasy, filled childhood, normal boy, alcoholic father, depressive suicidal mother pressure, francie grow, francies world, deeper paranoia, nasty neighbor, fantasy vision virgin mary",88,0
1355,tt0118819,Live Flesh,1997,Drama,Pedro Almodóvar,"Pedro Almodóvar (screenplay), Jorge Guerricaechevarría (screenplay), Ray Loriga (screenplay), Ruth Rendell (novel)","Javier Bardem, Francesca Neri, Liberto Rabal, Ángela Molina","Pizza delivery man Victor is having an argument with Elena, whom he met a few days ago, but she was high then and doesn't want to hear about him. Reacting to the noise, two cops, young David and older Sancho, arrive at the scene, the gun accidentally goes off.. Four years later David is a wheelchair basketball star, he's married to Elena, Victor is released out of prison and their destinies begin to cross again.",pizza delivery man victor argument elena met day ago high doesnt want hear reacting noise two cop young david older sancho arrive scene gun accidentally go off four year later david wheelchair basketball star he married elena victor released prison destiny begin cross,24774,7.4," pizza delivery man, victor argument, elena met, ago high doesnt, want hear reacting, cop young david, arrive scene gun, later david wheelchair, basketball star, elena victor, released prison, destiny begin cross",74.2857,8
1356,tt0118829,Cats Don't Dance,1997,"Animation, Comedy, Family",Mark Dindal,"Mark Dindal (story), Robert Lence (story), Brian McEntee (story), Rick Calabash (story), David Womersley (story), Kelvin Yasuda (story), Roberts Gannaway (screenplay), Cliff Ruby (screenplay), Elana Lesser (screenplay), Theresa Cullen (screenplay), Cinco Paul (additional screenplay material)","Scott Bakula, Jasmine Guy, Natalie Cole, Ashley Peldon","Danny, an ambitious singing/dancing cat, goes to Hollywood and overcomes several obstacles to fulfill his dream of becoming a movie star.",danny ambitious singing dancing cat go hollywood overcomes several obstacle fulfill dream becoming movie star,6140,6.9," ambitious singing, dancing cat go, overcomes several obstacle, fulfill dream, becoming movie",100,4
1357,tt0118842,Chasing Amy,1997,"Comedy, Drama, Romance",Kevin Smith,Kevin Smith,"Ethan Suplee, Ben Affleck, Scott Mosier, Jason Lee","A pair of comic book authors named Holden McNeil and Banky Edwards, who live in New Jersey, have been best friends for 20 years. They spend their time working in their studio, and in the evenings they are going out. But their friendship is about to be disputed for the first time in their life, when a beautiful young lesbian woman named Alyssa Jones enters their life and Holden falls in love with her. Now Holden has to deal with Banky's jealousy, and with his new girlfriend's very rich past.",pair comic book author named holden mcneil banky edward live new jersey best friend year spend time working studio evening going friendship disputed first time life beautiful young lesbian woman named alyssa jones enters life holden fall love now holden deal bankys jealousy new girlfriend very rich past,121438,7.3," pair comic book, author named holden mcneil, new jersey, best friend year spend, time working, studio evening, going friendship disputed, first time life, lesbian woman, jones enters life, holden fall, now holden deal, bankys jealousy, new girlfriend, very rich past",82,0
1358,tt0118843,"Black Cat, White Cat",1998,"Comedy, Crime, Romance",Emir Kusturica,Gordan Mihic,"Bajram Severdzan, Srdjan 'Zika' Todorovic, Branka Katic, Florijan Ajdini","Matko is a small time hustler, living by the river Danube with his 17 year old son Zare. After a failed business deal he owes money to the much more successful gangster Dadan. Dadan has a sister, Afrodita, that he desperately wants to see get married so they strike a deal: Zare is to marry her. But none of the two care much for an arranged marriage: Zare is in love with Ida, Afrodita is waiting for the man of her dreams.",matko small time hustler living river danube year old son zare failed business deal owes money much successful gangster dadan dadan sister afrodita desperately want see get married so strike deal zare marry none two care much arranged marriage zare love ida afrodita waiting man dream,44763,8.1," small time hustler living, river danube year, old son zare failed, business deal, owes money, successful gangster dadan dadan, sister afrodita, so strike deal, zare marry, arranged marriage, zare love, waiting man",-47.5,0
1359,tt0118859,City of Industry,1997,"Crime, Drama, Thriller",John Irvin,Ken Solarz,"Harvey Keitel, Stephen Dorff, Timothy Hutton, Famke Janssen","Lee Egan lures his older brother Roy out of ""retirement"" with a sweet jewel heist, only to get killed by a backstabbing partner; then it's up to Roy to get revenge.",lee egan lure older brother roy retirement sweet jewel heist get killed backstabbing partner up roy get revenge,5103,6.2," lee egan lure, older brother roy retirement, sweet jewel heist, get killed, backstabbing partner, roy get revenge",80,3
1360,tt0118863,Clay Pigeons,1998,"Comedy, Crime",David Dobkin,Matthew L. Healy,"Joaquin Phoenix, Gregory Sporleder, Georgina Cates, Scott Wilson","Clay is a young man in a small town who witnesses his friend kill himself because of the ongoing affair that Clay was having with the man's wife. Feeling guilty, Clay now resists the widow when she presses him to continue with their sexual affairs. Clay befriends a troubling serial killer.",clay young man small town witness friend kill ongoing affair clay man wife feeling guilty clay now resists widow press continue sexual affair clay befriends troubling serial killer,9761,6.6," clay young man, small town witness friend, kill ongoing, affair clay man, wife feeling guilty clay, widow press, sexual affair clay befriends, serial killer",27.5,0
1361,tt0118880,Con Air,1997,"Action, Crime, Thriller",Simon West,Scott Rosenberg,"Colm Meaney, Mykelti Williamson, Nick Chinlund, Renoly Santiago","Cameron Poe, a highly decorated United States Army Ranger, came home to Alabama to his wife, Tricia, only to run into a few drunken regulars where Tricia works. Cameron unknowingly kills one of the drunks and is sent to a federal penitentiary for involuntary manslaughter for seven years. Cameron becomes eligible for parole and can now go home to his wife and daughter. Unfortunately, Cameron has to share a prison airplane with some of the country's most dangerous criminals, who took control of the plane and are now planning to escape the country. Cameron has to find a way to stop them while playing along. Meanwhile, United States Marshal Vincent Larkin is trying to help Cameron get free and stop the criminals, including Cyrus ""The Virus"" Grissom.",cameron poe highly decorated united state army ranger came home alabama wife tricia run drunken regular tricia work cameron unknowingly kill drunk sent federal penitentiary involuntary manslaughter seven year cameron becomes eligible parole can now go home wife daughter unfortunately cameron share prison airplane country dangerous criminal took control plane now planning escape country cameron find way stop playing along meanwhile united state marshal vincent larkin trying help cameron get free stop criminal including cyrus virus grissom,244339,6.8," cameron poe, united state army ranger came, home alabama wife, tricia run, drunken regular tricia, work cameron, involuntary manslaughter, year cameron, eligible parole, go home, wife daughter, cameron share, prison airplane country, criminal took, control plane, planning escape, country cameron find way, stop playing, meanwhile united state, marshal vincent larkin, trying help cameron, free stop, criminal including, cyrus virus grissom",90,7
1362,tt0118883,Conspiracy Theory,1997,"Action, Mystery, Thriller",Richard Donner,Brian Helgeland,"Mel Gibson, Julia Roberts, Patrick Stewart, Cylk Cozart","Jerry Fletcher is a man in love with a woman he observes from afar. She works for the government. Fletcher is an outspoken critic of that government. He has conspiracy theories for everything, from aliens to political assassinations. But soon, one of his theories finds itself to be accurate. But which one? Some dangerous people want him dead and the only person he trusts is that woman he loves but does not know.",jerry fletcher man love woman observes afar work government fletcher outspoken critic government conspiracy theory everything alien political assassination soon theory find accurate dangerous people want dead person trust woman love not know,83234,6.7," man love, woman observes afar work, critic government conspiracy theory, everything alien, political assassination, theory find, dangerous people, dead person trust woman",90.7692,6
1363,tt0118884,Contact,1997,"Drama, Mystery, Sci-Fi",Robert Zemeckis,"James V. Hart (screenplay by), Michael Goldenberg (screenplay by), Carl Sagan (based on the novel by), Carl Sagan (based on the story by), Ann Druyan (based on the story by)","Jena Malone, David Morse, Jodie Foster, Geoffrey Blake","Astronomer Dr. Ellie Arroway has long been interested in contact to faraway lands, a love fostered in her childhood by her father, Ted Arroway, who passed away when she was nine years old leaving her then orphaned. Her current work in monitoring for extraterrestrial life is based on that love and is in part an homage to her father. Ever since funding from the National Science Foundation (NSF) was pulled on her work, which is referred to some, including her NSF superior David Drumlin, as more science fiction than science, Ellie, with a few of her rogue scientist colleagues, have looked for funding from where ever they could get it to continue their work. When Ellie and her colleagues hear chatter originating from the vicinity of the star Vega, Ellie feels vindicated. But that vindication is short lived when others, including politicians, the military, religious leaders and other scientists such as Drumlin, try to take over her work. When the messages received from space are decoded, the project takes on a whole new dimension, which strengthens for Ellie the quest for the truth. Thrown into the mix are the unknown person who has up until now funded most of Ellie's work and what his motivations are, and Palmer Joss, a renowned author and theologian, who despite their fundamental differences in outlook, is mutually attracted to Ellie, that attraction based in part on intellect and their common goal of wanting to know the truth.",astronomer dr ellie arroway long interested contact faraway land love fostered childhood father ted arroway passed away nine year old leaving orphaned current work monitoring extraterrestrial life based love part homage father ever since funding national science foundation nsf pulled work referred including nsf superior david drumlin science fiction science ellie rogue scientist colleague looked funding ever get continue work ellie colleague hear chatter originating vicinity star vega ellie feel vindicated vindication short lived others including politician military religious leader scientist drumlin try take work message received space decoded project take whole new dimension strengthens ellie quest truth thrown mix unknown person up now funded ellies work motivation palmer joss renowned author theologian despite fundamental difference outlook mutually attracted ellie attraction based part intellect common goal wanting know truth,222931,7.4," astronomer dr, long interested contact, fostered childhood, father ted, year old leaving, current work monitoring, extraterrestrial life, part homage father, national science foundation nsf pulled, work referred, superior david drumlin science, fiction science ellie, rogue scientist colleague, looked funding, continue work, colleague hear, chatter originating, vicinity star, vega ellie feel vindicated, lived others including, religious leader scientist, drumlin try, take work, message received, space decoded, project take whole, new dimension, quest truth, thrown mix, unknown person, now funded ellies, work motivation, palmer joss, renowned author, fundamental difference outlook, attraction based, part intellect, common goal, know truth",82.5,8
1364,tt0118887,Cop Land,1997,"Crime, Drama, Thriller",James Mangold,James Mangold,"Sylvester Stallone, Harvey Keitel, Ray Liotta, Robert De Niro","Sometime in the 1970's, police officers from New York City wanted a safe haven to live, away from the dangers of the streets of New York City, this is when they established a ""Cop Land"" in the small New Jersey town of Garrison. Freddy Heflin who was always admired by the New York cops wanted to become one, but because he was deaf in one ear this prevents him from achieving his goal, but has become sheriff of Garrison. Recently there have been a dark omen surrounding the NYPD, and Freddy is now investigating on this case, then Internal Affairs officer Mo Tilden is also on the case and asks Freddy for help, but Freddy could not. Now Freddy suspects that a New York City cop named Ray Donlan might be one of the many cops who is corrupted by the mob and other criminals. Now, Freddy must find a cop who is nicknamed ""Superboy"" who can testify against Donlan and protect him, before Donlan finds Superboy and kills him.",sometime  police officer new york city wanted safe haven live away danger street new york city established cop land small new jersey town garrison freddy heflin always admired new york cop wanted become deaf ear prevents achieving goal become sheriff garrison recently dark omen surrounding nypd freddy now investigating case internal affair officer mo tilden also case asks freddy help freddy not now freddy suspect new york city cop named ray donlan might many cop corrupted mob criminal now freddy must find cop nicknamed superboy can testify donlan protect donlan find superboy kill,75381,6.9," sometime police officer, new york city wanted, new york city established, cop land, new jersey town garrison, freddy heflin, new york cop wanted, ear prevents, achieving goal become, sheriff garrison, recently dark omen, nypd freddy, investigating case, internal affair officer mo, case asks freddy help, new york city cop named, ray donlan, many cop, corrupted mob, find cop nicknamed, protect donlan, find superboy",95.5556,3
1365,tt0118901,Critical Care,1997,"Comedy, Drama",Sidney Lumet,"Richard Dooling (novel), Steven Schwartz (screenplay)","James Spader, Kyra Sedgwick, Helen Mirren, Anne Bancroft","Werner Ernst is a young hospital resident who becomes embroiled in a legal battle between two half-sisters who are fighting over the care of their comatose father. But are they really fighting over their father's care, or over his $10 million estate? Meanwhile, Werner must contend with his nutty supervisor, who insists that he only care for patients with full insurance. Can Werner sidestep the hospital's legal team and do what's best for the patient?",werner ernst young hospital resident becomes embroiled legal battle two halfsisters fighting care comatose father really fighting father care million estate meanwhile werner must contend nutty supervisor insists care patient full insurance can werner sidestep hospital legal team whats best patient,1546,6," werner ernst, young hospital resident becomes, legal battle, halfsisters fighting, care comatose father, estate meanwhile werner, nutty supervisor insists care, full insurance, legal team whats",100,0
