imdb,quote,title
862856,This slick and twisted effort should enjoy lengthy shelf life as a Halloween perennial.,Trick 'r Treat
90710,The film is plagued by too many long dead moments in which the story doesnt seem to be getting anywhere and attention wanders.,Belizaire the Cajun
90710,Another ethnic group -- Cajuns this time -- suffers the patronizing ministrations of the American Independent Cinema.,Belizaire the Cajun
90710,Its billed as a romantic comedy but Cajun humor like crawfish gumbo takes some getting used to.,Belizaire the Cajun
90710,This is an impressive debut film.,Belizaire the Cajun
90710,Belizaire has personality and quiet charm and a lot of affection mixed in with the more predictable action elements.,Belizaire the Cajun
91738,This prom-night balloon of a movie floats easily above the years other exercises in 50s nostalgia. If you dare reach for it it will land smartly in your heart.,Peggy Sue Got Married
91738,Its grave lumbering arrhythmic and bloated an emotional hogwallow of catchpenny insights and easy sentimentality.,Peggy Sue Got Married
91738,What makes this treatment unique is that the jokes arent so much derivative of pop culture but are instead found in the learned wisdom of a middle-aged woman reacting to her own teenage dilemmas.,Peggy Sue Got Married
91738,Ignore the ridiculous happy ending of this film and you have a much more fatalistic exercise in which Coppola eschews easy laughs in favour of the exposure of feeling and the fact that these peoples lives however empty matter to them.,Peggy Sue Got Married
91738,Miss Turners self-assured comic timing goes a long way toward salvaging the film providing both moral and physical dimension to a role that scarcely exists.,Peggy Sue Got Married
91738,This time Coppola apparently simply wanted to make a movie and put some characters on the screen and tell a story. He has all right. This is one of the best movies of the year.,Peggy Sue Got Married
91738,Its a wistful fantasy a bright reminiscence a Stroll down memory lane thats as glowingly conceived as it is slightly flawed.,Peggy Sue Got Married
91738,Here you dont see Coppola the camera wizard you see Coppola the storyteller the maker of fables. And by the end you dont feel warmly just toward the movie but toward the man behind it.,Peggy Sue Got Married
92493,Too slow to constitute an adventure and has too few laughs to be a comedy.,Crocodile Dundee II
92493,The violence is still pleasantly paddling-pool stuff but the disarming Gday factor has been pasteurised away.,Crocodile Dundee II
92493,The earlier one had novelty to keep it going and this time the novelty has begun to wear thin even if Mr. Hogan remains generally irresistible.,Crocodile Dundee II
92493,Crocodile Dundee II is about as laid-back a movie as youre ever likely to nap through. The actors take forever to recite their lines and scenes unfold as if the filmmakers had rented the screen by the month.,Crocodile Dundee II
92493,Doesnt follow so much as drag itself along like an alligator on dry land.,Crocodile Dundee II
94169,Neither thrilling nor horrific the camera plotting dialogue and atmosphere are uniformly unconvincing: a conservatoire of false notes.,Tough Guys Don't Dance
94169,Not the high point of the Mailer career but its a small entertaining part of it.,Tough Guys Don't Dance
94169,Hard to classify; at times you laugh raucously at whats up on the screen; at others you stare dumbly in stunned amazement.,Tough Guys Don't Dance
94169,What is strange is that Tough Guys Dont Dance leaves me with such vivid memories of its times and places its feelings and weathers and yet leaves me so completely indifferent to its plot. Watching the film I laughed a good deal.,Tough Guys Don't Dance
94169,Norman Mailers best film adapted from his worst novel shows a surprising amount of cinematic savvy and style.,Tough Guys Don't Dance
91991,In the end however its let down by one easy laugh too many.,Soul Man
91991,Its a blithe silly good-natured movie and of its kind quite an enjoyable one.,Soul Man
91991,The pity is it isnt even outrageous.,Soul Man
91991,Of course simply everyone is completely bamboozled by our heros disguise even though he now looks like a Ken doll with liver disease.,Soul Man
91991,This is a genuinely interesting idea filled with dramatic possibilities but the movie approaches it on the level of a dim-witted sit-com.,Soul Man
90863,We are not on Rockys side of the street but in Martin Scorsese country where bent character not sentiment shapes destiny and the best the struggling human spirit can hope for is a split decision.,The Color of Money
90863,Pic has a distinctive pulse of its own with exceptional performances by Paul Newman and Tom Cruise.,The Color of Money
90863,A solidly crafted entertainment that for the most part strikes a successful balance between commercial necessity and personal expression.,The Color of Money
90863,Scorseses direction at its most downmarket and upbeat -- never have pool tables balls and cues looked so rich and strange.,The Color of Money
90863,A stunning vehicle -- a white Cadillac among the other mainstream American movies of the season.,The Color of Money
90863,It doesnt have the electricity the wound-up tension of [Scorseses] best work and as a result I was too aware of the story marching by.,The Color of Money
90863,In the end Money is a scratch a contrived cliffhanger that sets us up for Hustler III.,The Color of Money
90863,Scorsese gets you inside the game in a way most sports movies never hint at.,The Color of Money
90863,The Color of Money is a good movie but perhaps not a good sequel.,The Color of Money
91055,When Mr. Norris the former karate champion isnt using his feet on ill-tempered Indians and Mexicans hes stomping on the facetious dialogue which deserves it more.,Firewalker
91055,There are really only two good words to say about this wreck -- Melody Anderson.,Firewalker
91055,Kitsch.,Firewalker
91055,Where to start with this movie? Where to end? Even more to the point in which order to show the reels?,Firewalker
160862,Shes All That feels like it could have been made by a team of septuagenarians from the glory days of American Intl. Pictures.,She's All That
160862,Its often impossible to distinguish whats meant to be cartoonish from whats meant to be dramatic but the confusion seems appropriately adolescent.,She's All That
160862,A formula flick.,She's All That
160862,A trite classic.,She's All That
160862,Its a pleasing but routine effort.,She's All That
160862,Only Prinze who has the ethereal gentlemanly quality of a young Anthony Perkins gets enough screen time to really make an impression.,She's All That
160862,Director Robert Iscove isnt really taxing his imagination but thats probably just as well.,She's All That
160862,Shes All That is not a great movie but it has its moments.,She's All That
160862,Shes All That is essentially a formulaic comedy but it has enough glimmerings of originality and wit to make you wish it were much bolder and funnier than it turns out to be.,She's All That
160862,To say this isnt original is to understate the matter. However although its questionable whether this story has ever been done well that hasnt stopped filmmakers from repeatedly trying.,She's All That
160862,In the process of discovering each other both Laney and Zack learn that its as OK to change as it is to stay the same perhaps even better.,She's All That
54167,Fear as it turns out is the most frightening thing in the world and Peeping Tom makes us feel it palpably as few films have been able to do.,Peeping Tom
54167,Peeping Tom reminds us of the scary primitive power of movies by putting us as viewers in the position of its peeping protagonist. As the psychopath sets up his victims for the kill we see them through his eyes.,Peeping Tom
54167,It still packs a wallop. Maybe thats because in cinema were all peeping toms. And the camera in skillful hands can be an exquisite instrument of terror.,Peeping Tom
54167,Stripped of its color and some excellent photography plus imaginative direction by Michael Powell the plot itself would have emerged as a shoddy yarn.,Peeping Tom
54167,Its an understanding and at times even celebratory film -- attitudes that scandalized critics years ago and are still pretty potent today.,Peeping Tom
54167,A Freudian script of notable maturity teases limitless implications from this premise while maintaining a healthy sense of humour.,Peeping Tom
54167,Peeping Toms rediscovery I fear tells us more about fads in film criticism than it does about art.,Peeping Tom
54167,Though it effectively ended Mr. Powells career Peeping Tom is now considered a once-forbidden classic an audacious act of self-cannibalization in which cinema itself is a lethal weapon.,Peeping Tom
54167,The original first-person horror film.,Peeping Tom
54167,Today thanks largely to a 1980 revival engineered by Powell enthusiast and fellow director Martin Scorsese Peeping Tom is rightly seen as a horror classic and sophisticated psychological journey.,Peeping Tom
54167,The movies make us into voyeurs. We sit in the dark watching other peoples lives. It is the bargain the cinema strikes with us although most films are too well-behaved to mention it.,Peeping Tom
120784,Demonstrates why Mel Gibson is a movie star: He can take mediocre material and through sheer willpower -- not to mention oodles of charm -- make it work.,Payback
120784,A higher class of thriller.,Payback
120784,It quickly slides into a Lethal Weapon without Danny Glover complete with blowups and wisecracks gratuitous torture scenes and Gibson in familiar form as the twinkling rascal who makes a virtue out of viciousness.,Payback
120784,In the popcorn sense it certainly delivers on mindless escapism. In the artistic sense lets just say that Payback is a long way from Point Blank.,Payback
120784,Its undone not so much by the shadow of Lee Marvin falling heavily on it (which it does) as by the twin obstacles of big star image and more to the point excessive violence.,Payback
120784,Sadly though Payback finally puts Gibson at the mercy of a torture and sadism sequence so attenuated and so painful to watch that it sabotages the pictures own quite solid instincts for theater innovation and wit.,Payback
120784,Sadism is the films only real subject and its only real life as well.,Payback
120784,There is much cleverness and ingenuity in Payback.,Payback
120784,This film is riddled with cliches and impossible situations.,Payback
120784,A mind-mangling disappointment with a dopey sell-out ending.,Payback
120784,Direction is choppy the interplay between the characters is perfunctory although not as perfunctory as the unearned ending.,Payback
138987,Berkowitz is a rather annoying person.,20 Dates
138987,A chronicle of how aspiring American filmmaker Myles Berkowitz finally came up with an idea for selling a film: Hed combine his two areas of failure in life -- trying to break into movies and trying to find a girlfriend -- into one problem.,20 Dates
138987,Like an obnoxious four-year-old who believes everything he does is fascinating and adorable filmmaker Myles Berkowitz likes to announce at the very start of a first date that certain foods cause him to suffer from diarrhea or constipation.,20 Dates
138987,Berkowitz went to great trouble to stage edit and control certain aspects of his film so that it has a formulaic dramatic structure; one wonders why he didnt make the effort to present himself as a likable human being.,20 Dates
138987,Whats so disagreeable about Berkowitz is that he seems to think that his natural tendency towards egotistical self-promotion is an adorable quirk something that you should be completely taken with even as it makes your skin crawl.,20 Dates
138987,20 Dates may be unpleasant to watch but despite Berkowitzs icky manners and unwinning calculations he does find true love.,20 Dates
138987,The film has the obnoxious tone of a boring home movie narrated by a guy shouting in your ear.,20 Dates
138987,One of the downsides of living in a free society is that every so often someone like Myles Berkowitz gets hold of a camera.,20 Dates
138987,Whenever 20 Dates begins to establish a playful mood its liable to do something to make you squirm.,20 Dates
128133,The movie is history as kitsch not quite on the Life is Beautiful level of manipulation but clumsy.,Comedian Harmonists (The Harmonists)
128133,The story of the Comedian Harmonists who brought to the waning days of Weimar a bubbly frivolity is a rich one. Rich enough to keep you watching and wanting to know more.,Comedian Harmonists (The Harmonists)
128133,The Harmonists has a finale that will be appreciated by anyone who loved The Sound of Music. As they say there wont be a dry eye in the house.,Comedian Harmonists (The Harmonists)
128133,A glorious surprise.,Comedian Harmonists (The Harmonists)
128133,Performances aside the movie is dull and perfunctory.,Comedian Harmonists (The Harmonists)
128133,The film is filled with stylish renditions of lively funny and sentimental songs.,Comedian Harmonists (The Harmonists)
128133,A true story from the Nazi era it deftly fuses politics and show business.,Comedian Harmonists (The Harmonists)
128133,Only when we delve deeper into the material does it become apparent that the director has a more ambitious agenda and that agenda makes The Harmonists a satisfying experience.,Comedian Harmonists (The Harmonists)
128133,As director Vilsmaier again has a firm grip on tone and pace.,Comedian Harmonists (The Harmonists)
128133,Given the suffering created by the Nazis the fate of the Harmonists ranks low on the scale. But as one of the countless little stories that add up to the plague of Nazism they deserve an entry in the chronicle of despair.,Comedian Harmonists (The Harmonists)
403217,Van Sants refusal to delve into his subject in anything but an abstract way renders the movie pointless and frustrating -- a lyrical lovely tone poem signifying little.,Last Days
403217,A film about a junkie rock musician played by Michael Pitt at his most narcissistic doing nothing in particular for the better part of 97 minutes isnt my idea of either a good time or a serious endeavor.,Last Days
403217,While Last Days succeeds as a nature documentary Van Sant fails to penetrate human nature. The result is a portrait without a face.,Last Days
403217,Last Days will cast a poetic spell on some viewers as it did this one and will seem mind-sappingly boring to others.,Last Days
403217,Last Days is director Gus Van Sants meditation on the death of Kurt Cobain and an extraordinary meditation it is.,Last Days
403217,Last Days offers some insight into Cobains final frame of mind but balks at the gates of deeper truth.,Last Days
403217,Gus Van Sant ventures into the valley of death steering by an idiosyncratic compass and forsaking the aid of a conventional cinematic map.,Last Days
403217,Its all terribly self-conscious and desperately arty and fairly bad.,Last Days
403217,Shot in long single takes the movie willfully tests your patience. You wish it would hurry up. Yet when it ends it haunts you for a few days. (Well me anyway.),Last Days
403217,This movie depending on what you do with it can be boring brilliant or both.,Last Days
403217,If youre going to make a movie about Kurt Cobain you might as well make a movie about Kurt Cobain.,Last Days
403217,Van Sant uses Cobains image for a portrait of physical and moral disintegration but he also exhilarates us with his mastery of image and sound.,Last Days
403217,Sometimes we see Blake through the window but as he moves around the room often we see nothing but the far wall. Depending on your perspective this is either incredibly gutsy or incredibly boring.,Last Days
403217,Last Days is a definitive record of death by gradual drug exhaustion. After the chills and thrills of Sid & Nancy and The Doors here is a movie that sees how addicts usually die not with a bang but a whimper.,Last Days
403217,In putting the onus for meaning on viewers Van Sant has pinned the films success to our subjectivity. It might not guarantee fondness. Yet what an extraordinary collaboration it makes.,Last Days
403217,Last Days leaves a haunting impression of a man who even at the height of his fame and adulation was hiding in plain sight.,Last Days
403217,Watching paint dry would be better. At least the paint would be busy drying.,Last Days
70544,The film has a flat quality that cannot entirely be overcome by the sensational animation and the obvious good intentions of its creators.,Fantastic Planet
70544,Roland Topors graphics create a world reminiscent of two of the greatest artists of the fantastic Bosch and Odilon Redon.,Fantastic Planet
70544,For original thoughtful often strong (but tasteful) animation I recommend Fantastic Planet for family viewing.,Fantastic Planet
70544,Its not every fancifully encoded cautionary tale that can survive the demise of its historical villains and its not every stoner midnight movie that can stand a second viewing in the sober light of day.,Fantastic Planet
119207,Julia Sweeney delivers an extended monologue thats so exquisitely written and so emotionally touching that she manages the near-impossible task of captivating the audience for 85 minutes with quite a demanding material.,"God Said, Ha!"
155776,Lame shock scenes crucial plot points inserted without setups and an unsuccessful attempt to exploit the camp value of some actors cast in minor parts are the least of the problems in this black comedy.,Jawbreaker
155776,The producers of this film which depicts teen-age girls as an assemblage of negative stereotypes are female. Can females practice misogyny?,Jawbreaker
155776,Only the soundtrack (the Donnas Imperial Teen) and the irrepressible McGowan make it fractionally more bearable.,Jawbreaker
155776,Its a tired lousy movie a terrible twosome that deserves your heartfelt indifference.,Jawbreaker
155776,Not quite a satire not quite an homage Jawbreaker falls into a third category: audaciously unoriginal.,Jawbreaker
155776,Not enough here thats new.,Jawbreaker
155776,A synthetic yet shrill sadomasochistic cartoon!,Jawbreaker
155776,Fun at the start but can turn into a chore to complete.,Jawbreaker
155776,Not particularly funny or trenchant.,Jawbreaker
155776,Imitative of Heathers but not nearly as witty or engaging.,Jawbreaker
155776,Jawbreaker may promise a series of gleefully cheap thrills but in the end all it delivers is a whole lot of bad taste.,Jawbreaker
155776,Why sit through a lesser imitation when you could just rent Heathers and those other movies for a far more enjoyable time?,Jawbreaker
155776,A slick production of a lame script!,Jawbreaker
155776,Plays like the unhealthy spawn of Carrie and Heathers.,Jawbreaker
155776,The worst movie Ive seen in 1999.,Jawbreaker
155776,One-liners tumble over one another dulling their own impact. Plot points hurl from the screen with velocity but fizzle from a lack of inspiration.,Jawbreaker
155776,The lowest piece of garbage to hit screens in months.,Jawbreaker
155776,Director Darren Stein is so busy throwing in pop icons and arch self-conscious references to the high-school-is-hell subgenre that he forgets to craft an original black comedy.,Jawbreaker
132477,The TV movie subject matter is infused with genuine feeling for the value of learning as a passport to freedom and an authentic regard for the honest graft of working men.,October Sky
132477,A professionally crafted family film that reserves all its challenging moments for its characters letting the audience bask comfortably in the approach of a predetermined warm and fuzzy ending.,October Sky
132477,Immensely entertaining and unabashedly inspirational!,October Sky
132477,One of the best in recent years!,October Sky
132477,As adapted by Lewis Colick the screenplay shifts busily among the boys rocket exploits Homers family conditions at the mine and the influence of a dedicated science teacher but each of these subplots plays out in familiar ways.,October Sky
132477,Sweetness is too rare in movies these days so audiences can feel lucky about the earnest dose of it in October Sky. This film is family.,October Sky
132477,Another Universal Pictures paint-by-numbers feel-gooder!,October Sky
132477,Believable subtle and consistently intelligent!,October Sky
132477,It is a film that treats its teen-aged hero and his pals as distinctive sentient human beings.,October Sky
132477,October Sky will go straight to the heart of any man who recalls looking up at the night sky as a boy and getting stars in his eyes.,October Sky
132477,This movie has deep values.,October Sky
132477,October Sky is a sensational character-driven story with a strong narrative and great visual style.,October Sky
132477,A must-see for every student parent and teacher in the country!,October Sky
151804,Frequently uproarious.,Office Space
151804,A take-this-job-and-shove-it movie about the crushing malevolence of the corporate environment its on the verge of being really good.,Office Space
151804,Some horrible Monday why not cut work to see it?,Office Space
151804,The gags about the daily grind and what happens when a drone forgets how to be submissive make for beautifully low-key satire.,Office Space
151804,Judges sense of the ridiculous serves him well.,Office Space
151804,When Peter actively rebels and is ironically rewarded for his efforts by the head honchos the picture loses its bite -- what began as discomfiting satire soon devolves into silly farce.,Office Space
151804,Judge may not be fully aware of how wildly talented he is which in a Hollywood culture swarming with talentless blowhards makes him something of an anomaly.,Office Space
151804,A surprisingly good-natured comedy about the suppressed rage and paranoia of unappreciated employees.,Office Space
151804,A nice meat-and-potatoes comedy.,Office Space
151804,A forgettable undistinguished movie!,Office Space
151804,As an update on eternal verities of life near the bottom rung of the corporate ladder its both knowing and amusing.,Office Space
151804,The movies dialogue is smart. It doesnt just chug along making plot points.,Office Space
151804,Grasping and aimless!,Office Space
151804,Fails to sustain its comic momentum or high energy level.,Office Space
151804,Its essentially a series of shorts linked together but this doesnt deny the movies deft examination of the insane minutia that plague contemporary workers.,Office Space
151804,Uproarious cunning!,Office Space
151804,It has the loose-jointed feel of a bunch of sketches packed together into a narrative that doesnt gather much momentum.,Office Space
151804,A wily inventive workplace comedy thats a scream in its finest moments and consistently amusing otherwise!,Office Space
151804,Its plot may be a standard-issue office drones revenge fantasy but its characters and its nowheresville setting are uncannily realized.,Office Space
156901,Veracity is undermined by the very idea that the subjects somehow are actors in their own story -- and yet The Apple is still quite touching.,The Apple (Sib)
156901,This tiny alternately simple and complex movie is fascinating on a number of levels.,The Apple (Sib)
156901,Makhmalbaf elicits remarkably unaffected performances.,The Apple (Sib)
137338,Theres no sign of the writerly derring-do that is really essential to daisy-chain storytelling.,200 Cigarettes
137338,Hit-and-mostly-miss retro comedy.,200 Cigarettes
137338,A light comedy pure and simple (and hardly unfamiliar) but its makers sustain its energy through the unraveling of an intricate plot and bring to it a certain edge through a witty sharp sense of observation.,200 Cigarettes
137338,This movie isnt merely disrespectful; its contemptuous.,200 Cigarettes
137338,It gets by on personality.,200 Cigarettes
137338,A frequently hilarious exuberant ensemble comedy!,200 Cigarettes
137338,Director Risa Bramon Garcia and writer Shana Larsen obviously know their history and geography and theyve nailed the feel of the early 80s in the East Village.,200 Cigarettes
137338,Nothing much happens and thats the point but all this wheel spinning could have used more grease.,200 Cigarettes
137338,A tepid affair distinguished by bland character development uninspired and insipid dialogue and a nonexistent plot.,200 Cigarettes
137338,It feels more like a high-level acting workshop than a narrative film.,200 Cigarettes
137338,Everybody vamps and preens as if it were amateur night in SoHo and a few of the performers such as Kate Hudson appear ill-used.,200 Cigarettes
137338,A movie at odds with itself.,200 Cigarettes
137338,A twentysomething comedy with a brain-dead script unflattering lighting and 16 performers in search of a scriptwriter.,200 Cigarettes
137338,A succession of pointed little moments nicely written by Shana Larsen and acted with comic assurance and sensitivity.,200 Cigarettes
137338,Seeing a film like this helps you to realize that actors are empty vessels waiting to be filled with characters and dialogue.,200 Cigarettes
137338,Though it has its moments 200 Cigarettes fails to make an impression because it doesnt have anything new to say about men women or even Gloria Vanderbilt jeans.,200 Cigarettes
137338,Incredibly boring poorly written half-conceived self-serving film.,200 Cigarettes
134273,I cant say I warmed to the results but I was solidly held for the films two hours.,8MM
134273,A movie that keeps jumping the gate and finally unravels all over the floor.,8MM
134273,Director Joel Schumacher aims for a psychological depth that the script cant sustain.,8MM
134273,Theres no faulting Cages committed intense performance but his slide from professional internalised concern into personal self-righteous rage still leaves a nasty aftertaste.,8MM
134273,Want to know what happens when an A-list director and A-list movie star attach themselves to a direct-to-cable screenplay? This.,8MM
134273,An exploitation movie about an exploitation movie.,8MM
134273,Given that Schumacher and his cohorts have reasons of their own for wanting to make this film they may be the only people who end up liking it.,8MM
134273,It is a real film. Not a slick exploitation exercise with all the trappings of depravity but none of the consequences. Not a film where moral issues are forgotten in the excitement of an action climax.,8MM
134273,When it goes serious it gets silly.,8MM
134273,A pointless violent torture-or-be-tortured flick!,8MM
134273,My advice is get drunk cook dinner watch infomercials or do your taxes -- anything to keep those two hours for yourself.,8MM
134273,In the uncertain zone between dumb and truly twisted.,8MM
134273,The major reason this film ultimately fails is miscasting.,8MM
134273,Joel Schumachers Eight Millimeter delves into the perverse underworld of the pornography business shocking audiences with the realization that sex and violence can be so dull.,8MM
134273,There is a plodding linear development and no semblance of a moral anchor.,8MM
134273,Preposterous pretentious.,8MM
134273,Distasteful. Not persuasive.,8MM
134273,The idea of snuff films is presented as so obnoxious that it disgusts even the slimiest porn peddlers.,8MM
134273,A plodding doggedly tawdry thriller.,8MM
134273,As it is everything is on screen too long and the problems are magnified.,8MM
123209,Shameless in its use of mental retardation as a gimmick a prop and a plot device.,The Other Sister
123209,Theres a word for this vulgar family-therapy movie: retarded.,The Other Sister
123209,A neatly wrapped made-for-TV homily!,The Other Sister
123209,So over-the-top maudlin that it makes Patch Adams and Stepmom look stoic and reserved.,The Other Sister
123209,Never manages more than a glib TV movie-of- the-week glance at their lives.,The Other Sister
123209,Beautifully acted!,The Other Sister
123209,Mostly works thanks to lead performances.,The Other Sister
123209,Has neither the imagination nor the reach of Forrest Gump.,The Other Sister
120618,Breakfast of Champions is a spectacular failure.,Breakfast of Champions
120618,Another middle-aged male-crisis opus it begins on a note of total migraine-inducing hysteria which continues unabated throughout.,Breakfast of Champions
120618,Unwatchable!,Breakfast of Champions
120618,The movie looks and feels like a frantic live-action psychedelic cartoon.,Breakfast of Champions
120618,A long series of misfires in writing and acting.,Breakfast of Champions
120618,Rudolphs film like most of his others just isnt funny enough to sustain the lunacy.,Breakfast of Champions
120618,If you can stand the tumult you may find yourself feeling giddy as you watch old pros like Nolte Willis Hershey and especially Finney play at such a high pitch.,Breakfast of Champions
120618,A misfire.,Breakfast of Champions
120618,Breakfast of Champions is a weirdly stillborn experience.,Breakfast of Champions
120618,Tasteless adaptation makes for flaky Breakfast.,Breakfast of Champions
452594,The Break-Up: A brilliantly uncompromising often harsh but very accurate examination of a relationship unraveling,The Break-Up
452594,Sharp dialogue and detailed observations make it a good deal funnier than you might expect.,The Break-Up
452594,Its not a good sign when a movie is called The Break-Up and you cant wait for the couple to split so theyll get some relief from one another and give the audience some relief from them.,The Break-Up
452594,One seemingly terminal problem with the casting of Ms. Aniston and Mr. Vaughn is that neither of their careers has featured characters who excelled at one-to-one relationships with the opposite sex.,The Break-Up
452594,Vince Vaughn kills me. Jennifer Aniston I think is underrated as a film actress.,The Break-Up
452594,The movie offers nothing funny just a series of sour situations.,The Break-Up
452594,The Break-Up a grim excuse for a romantic comedy is basically an hour and 45 minutes spent in the company of two unpleasant people during a miserable time in their lives.,The Break-Up
452594,Its the most interesting spin on domestic strife since Michael Douglas and Kathleen Turner were hurling dishes at each other in The War of the Roses.,The Break-Up
452594,In short The Break-Up is too accurate to be light-hearted too light and flippant to be really romantic.,The Break-Up
452594,A romantic comedy thats short on both romance and comedy.,The Break-Up
452594,With a movie unwilling to go for the jugular its more like the dismal The Story of Us than The War of the Roses.,The Break-Up
452594,I dont know if The Break-Up qualifies as a date movie. But it will serve as a cautionary tale for couples falling in love.,The Break-Up
452594,Listening to people bicker for almost two hours wears thin especially when the comedy is never quite so funny as you had hoped it would be.,The Break-Up
452594,It might not be the frosted lemon tart thats been advertised for months but it is solid satisfying fare -- flecked with humor grounded in pain.,The Break-Up
452594,The Break-Up goes badly wrong. Although possessed of a laudable desire not to be yet another run-of-the-mill wacky-impediment -- damned if the picture can figure out how to be an anti-romance comedy.,The Break-Up
452594,As an off-beat anatomy of a troubled couple the film almost succeeds. As summer movie fun well its not.,The Break-Up
452594,If you really feel the need to be bullied and insulted just call up your HMO provider or reserve a table at an expensive restaurant.,The Break-Up
452594,It doesnt work as a revealing look at relationships or as a consistently funny comedy about the war between the sexes.,The Break-Up
452594,If 7 Up is the un-cola consider The Break-Up -- the un-romantic comedy.,The Break-Up
70334,It tries to be all genre and no story and it almost works.,The Long Goodbye
70334,[Altman] attempts the impossible and pulls it off.,The Long Goodbye
84390,Imamuras rough sexual humor is still in evidence but now it has taken on a dark tone: to make love is to flirt with death.,Narayama bushiko (Ballad of Narayama)
85333,This deja vu premise [from the novel by Stephen King] combined with the crazed vehicle format makes Christine appear pretty shop-worn.,Christine
85333,Carpenters thematic self-consciousness cant entirely overcome a shaky dramatic structure that sacrifices character logic to increasingly meaningless thrills.,Christine
85333,Off the page a 1958 Plymouth is no more scary than the St Bernard which romped through Cujo.,Christine
85333,This is the kind of movie where you walk out with a silly grin get in your car and lay rubber halfway down the Eisenhower.,Christine
85333,Only a moderately engrossing film.,Christine
84412,Likeable.,Night Shift
84412,This is a halfway funny movie one thats got loads of good gags in its first half and nothing but trouble in its second.,Night Shift
84412,This isnt as snappily directed or as caustically conceived as the subsequent Risky Business which has a similar theme but its arguably just as sexy and almost as funny.,Night Shift
185371,Consistently inert -- even though the fee for successful housesitting has been raised to a million bucks a night.,House on Haunted Hill
185371,House on Haunted Hill is the kind of horror movie thats not a bit scary and quite a bit gross.,House on Haunted Hill
185371,As in The Haunting they eventually surrender characters and story to computer-generated spectacle squandering any creepy immediacy and trampling the human element.,House on Haunted Hill
185371,A bloody mess.,House on Haunted Hill
185371,House on Haunted Hill is a sorry reincarnation of the 1950s William Castle horror film.,House on Haunted Hill
185371,Instead of thrill and chills its kills and spills.,House on Haunted Hill
185371,Fails to deliver even one good boo! moment.,House on Haunted Hill
185371,Paints its characters in strokes so broad just one would cover a barn and in the end indulges in lame dull digital effects that would put a 5-year-old to sleep.,House on Haunted Hill
185371,Directed with a nimble savvy touch.,House on Haunted Hill
185371,Slow-moving yawn-inducing.,House on Haunted Hill
72308,The movie doesnt stick together in ones head; this thing is like some junky fairground show -- a chamber of horrors with skeletons that jump up.,The Towering Inferno
72308,Irwin Allen the Busby Berkeley of natural disasters and other peoples troubles teams up with John Guillermin a competent if undistinguished action director.,The Towering Inferno
72308,The Towering Inferno is one of the greatest disaster pictures made a personal and professional triumph for producer Irwin Allen.,The Towering Inferno
72308,A starry cast share out roles that are less like characters than places in a lifeboat.,The Towering Inferno
72308,You may not come out of the theater with any important ideas about American architecture or enterprise but you will have had a vivid completely safe nightmare.,The Towering Inferno
72308,The Towering Inferno is a brawny blockbuster of a movie by far the best of the mid-1970s wave of disaster films.,The Towering Inferno
70909,Combines solid entertainment chilling topicality and superbly intelligent serio-comic story values.,Westworld
70909,Priceless sci-fi schlock.,Westworld
70909,Great stuff.,Westworld
70909,[Michael Crichton] makes a creditable debut as a film director.,Westworld
74812,A numbing combination of sloppy writing vulgar art direction high school acting and bungled special effects.,Logan's Run
74812,Fundamentally this is just further proof of Hollywoods untiring ability to reduce all science fiction to its most feeble stereotypes.,Logan's Run
74812,Harmless fun enlivened by a couple of sequences that are as good as the entire film should have been.,Logan's Run
74812,Logans Run is a vast silly extravaganza that delivers a certain amount of fun once it stops taking itself seriously.,Logan's Run
63442,As illuminatingly bleak a statement on human hubris as a Hollywood superproduction has given us.,Planet of the Apes
63442,Planet of the Apes is an amazing film.,Planet of the Apes
63442,Planet of the Apes is one of those rare films whose historical impact outweighs its quality. Its a good film but not a classic.,Planet of the Apes
63442,Dismal SF deep think (1968) that gave birth to an equally dismal string of sequels and TV series spin-offs.,Planet of the Apes
63442,It is quickly paced completely entertaining and its philosophical pretensions dont get in the way.,Planet of the Apes
63442,A dreadful film a compendium of clumsy dialogue one-dimensional characters risible plot turns and long silences broken by incomprehensible meaningful looks.,Planet of the Apes
65462,Hokey and slapdash.,Beneath The Planet Of The Apes
65462,This first sequel to Planet of the Apes isnt bad but already shows the way the original conception was to degenerate into routine comic strip adventure.,Beneath The Planet Of The Apes
69768,Considering the usual fate of sequels its not so much that this final effort [from a story by Paul Dehn] is limp but that the previous four pix maintained for so long a good quality level.,Battle For The Planet Of The Apes
69768,[It] seems reluctant to use the potentials for astute comic strip philosophy that all the other films revelled in to a greater or lesser extent.,Battle For The Planet Of The Apes
69768,Battle looks like the last gap of a dying series a movie made simply to wring the dollars out of any remaining ape fans.,Battle For The Planet Of The Apes
68408,The Planet of the Apes series takes an angry turn in the fourth entry.,Conquest Of The Planet Of The Apes
68408,Dismally lurid stuff ham-fistedly directed and low on credibility.,Conquest Of The Planet Of The Apes
68408,J. Lee Thompsons direction furiously propels the action in a compact chromium-and-glass setting -- and wait till you see that last battle royal.,Conquest Of The Planet Of The Apes
67065,Escape from the Planet of the Apes is an excellent film almost as good as the original Planet of the Apes.,Escape from the Planet of the Apes
67065,Its a long way down from even the second in the series.,Escape from the Planet of the Apes
67065,One of the better new movies in town and better in a genre -- science-fiction -- that at the crucial middle level where the history of movies is made if not written has recently been not so much bad as invisible.,Escape from the Planet of the Apes
